Topic,Count,Name,Representation,Representative_Docs
28,93,28_protests_blm_protest_protesters,"['protests', 'blm', 'protest', 'protesters', 'police', 'covid', 'right', 'protestors', 'lot', 'sub']","['Protests brought about a lot of local police reform in the US. \n\nProtests influenced John McCain to vote to keep the ACA. \n\nProtests influenced Jeff Flake to vote for FBI investigations into Kavanaugh\'s sexual assault allegations. \n\nProtests in South Korea forced political change in 2016-2017. \n\n\nProtests work in a democracy. How they work in oppressive political systems is another questions. I think morale plays an important and often invisible role too. If you\'re a woman in Poland and you see pictures of the protests and see the crowds you\'ll feel more empowered and less alone. That can keep you going when things feel difficult. So although that isn\'t necessarily an ""actionable result"", it is extremely valuable for driving political change in the future.', 'I don\'t think the danger is in burning out the protesters, but rather the American public. At some point, they\'ll just start tuning out the protests. \n\nThe Women\'s March got a lot of attention, although the message was muddled. Once they start having a protest a week, is anyone going to care anymore? I think most people will just say, ""Oh, another protest. They\'re always protesting about something.""\n\nThat said, there\'s not much that can be done about this since there\'s no central authority that controls protests. It\'s a tragedy of the commons problem. Every group with an issue is going to protest since that\'s the cool thing to do and they\'re all going to drown each other out.\n\nA lot of these protests aren\'t even Trump-specific. I thought the airport protests were the most effective thus far, because they targeted a Trump-specific issue that had highly visible consequences--people at airports being denied entry into the U.S. But if people are be protesting something that any standard-issue Republican would have done, I don\'t think the general public is really going to care. They\'re used to Republicans, after all, most of them have Republicans as governors and representatives in Congress.', '\'It\'s actually pretty easy to argue the BLM protests didn\'t spread covid. If they did, we should have seen a massive spike in cases a couple weeks after the protests started.\n\nBut we didn\'t. In actual fact, the outdoors is generally quite a safe place in terms of covid spread. Add in masks (and people at BLM protests were overwhelmingly masked up) and you have what we got - large crowded outdoor protests, and no evidence of significant covid transmission.\n\nThe whole ""oh so social distancing isn\'t important when it comes to protesting"" is just a bunch of bad faith right wing bullshit meant to delegitimize civil rights protesters, but doesn\'t make sense if you think about it for a minute, as I described above.\n\nIn any case, you ignored OP\'s point. Which is that the BLM protests were for one cause (the right of black Americans not to be extrajudicially murdered by police) while this Ottawa convoy is for another (the right to spread a disease).']"
29,93,29_crime_police_cops_rate,"['crime', 'police', 'cops', 'rate', 'training', 'cop', 'violent', 'murder', 'cities', 'statistics']","[""Social workers instead of police? That's just a bad idea for many reasons. Yes, we can tackle crime by the root causes all we want however, there will always be crime. People do horrible terrible things to each other. I am pretty leftist but I do have some conservative positions but I am under no illusion that social workers can replace the police. It's a ridiculous notion that is not grounded in reality. I seen many posts on social media that advocate for diverting funding for police departments to other areas such as education and healthcare. Or outright abolishing the police. A friend suggested that the overtime for NYPD officers was too much and should be diverted to other areas. It's nice happy talk but it's not going to happen. The police unions would never allow that to happen and it's taking away people's money just because they have a certain profession. It's all delusion. The Uber-Liberals are offering no real alternatives to the police."", 'Crime is a common theme in elections, even in places with 90% lower crime than the US. This is because (the feeling of) security is important to people\'s well-being. Actual crime rates and trends are not important for crime being a factor in elections.\n\nOf course, effective crime-preventing policies tend to be the opposite of what ""law and order""-politicians propose.', ""I'm having trouble finding national statistics for 2020 or 2021 (FBI hasn't even released their yearly report for 2020 yet?).\n\nBut even if they increased from 2019 they would just likely be in line with the (higher) crime rates from 2015-2018. 2019 had a very low crime rate. Not to say a yearly increase isn't bad, but it isn't necessarily anything out of the realm of normal. If we weren't losing our minds about crime and/or blaming BLM/activists a few years ago when the rate was the same, I'm not sure we should be now. Unfortunately my googling only led me to 2020/2021 data from cities and not national.\n\nPeople's perceptions about crime are also inaccurate. [There is a documented trend of people believing that national crime rate is up even when it is actually down](https://www.pewresearch.org/fact-tank/2020/11/20/facts-about-crime-in-the-u-s/). Probably due to the news scaring them.""]"
30,87,30_gerrymandering_districts_house_redistricting,"['gerrymandering', 'districts', 'house', 'redistricting', 'gerrymandered', 'gerrymander', 'representation', 'maps', 'representatives', 'states']","['New York is the same, and is the reason Republicans gained seats in NY during the midterms. They don’t have an independent redistributing commission I don’t think, but it’s more that liberal judges threw out any maps with a political gerrymander ahead of the election.\n\nIf New York and California had gerrymandered the same way Republicans did, the House would be Democratic right now. It’s why I think Democrats need to gerrymander while continuing to fight to end gerrymandering at the federal level by mandating independent commissions in Congress.', ""Um, it's both? The population can usually have some amount of range but it has to fall within certain parameters. It changes as the population of the country changes, that's what the census is for. Each state is different but a lot of the states I have the districts drawn by the state legislature every 10 years. This usually leads them to brought themselves as many districts as possible, they find out which people don't support them and then they draw the districts around them. The goal being to put as many of your opponents into a district as possible. However, you're also not allowed to break up certain protected districts, particularly racial districts. If you have a large enough minority population you're supposed to get some level of fair representation under the Voting Rights Act, but the Republican courts don't always enforce it very well, especially since, with the exception of a few big headline cases, the Supreme Court has become almost exponentially more right-wing over the last 20 years, and it was only getting more right-wing before that. Increased polarization and politicization hasn't helped."", ""Whenever gerrymandering comes up, I like to point people to the [Atlas Of Redistricting](https://projects.fivethirtyeight.com/redistricting-maps/) from 538. It does a good job of demonstrating gerrymandering and some of the options available. \n\n&gt;Simply put this should be a sophomore math optimization problem not a political fight.\n\nYou are half right. The actual process of redistricting should essentially be a math problem, but establishing the rules is a political one. What are the rules for drawing districts? Do we prioritize compact districts? Proportional representation based off of vote counts? I'm not sure it is possible to remove politics from this.\n\nPersonally, I think we should be using an algorithm that focuses on establishing compact districts. Avoid splitting neighborhoods, cities, and counties, in that order.""]"
31,79,31_constitution_amendment_states_executive,"['constitution', 'amendment', 'states', 'executive', 'minority', 'congress', 'years', 'amendments', 'laws', 'federal']","[""But ultimately the way it's written is why it hasn't been amended for 50 years despite rapidly changing times, if you don't count the 27th Amendment which was already pending for 200 years by the time was ratified. It will probably never change again unless one party gets a supermajority control of the House, Senate, and state legislatures. Congress is feckless, law is written in the Supreme Court which is a partisan playground, and the Executive rules by EO. Nothing can change because this is the path of least resistance in the federal government."", 'I\'m immediately skeptical of any site that starts out with ""Our founding fathers..."", and it took a while to find the actual list of proposed amendments.\n\n* A balanced budget amendment\n* A redefinition of the General Welfare Clause (the original view was the federal government could not spend money on any topic within the jurisdiction of the states)\n* A redefinition of the Commerce Clause (the original view was that Congress was granted a narrow and exclusive power to regulate shipments across state lines–not all the economic activity of the nation)\n* A prohibition of using international treaties and law to govern the domestic law of the United States\n* A limitation on using Executive Orders and federal regulations to enact laws (since Congress is supposed to be the exclusive agency to enact laws)\n* Imposing term limits on Congress and the Supreme Court\n* Placing an upper limit on federal taxation\n* Requiring the sunset of all existing federal taxes and a super-majority vote to replace them with new, fairer taxes\n\nMost of these are ill-advised, some of them are just straight up nonsense.  It\'s all just general ""Let\'s dismantle the federal government"" proposals, which is at best far-right pandering.  ', '&gt; The U.S. Constitution has been amended 27 times, an average of once every 8.6 years.\n\nWhile technically true, this is a deceptive statement. The first 10 amendments were written almost immediately after the Constitution was ratified. So more like every 13.6 years for the final 17. But still, that is deceptive, because the amendments came in clusters.\n\nThe last amendment was done in 1992, **30 years ago**, but was a semi-stunt, having been proposed in 1789, ratified by 7 states right out of the gate, one more in 1873, and then the rest in 1978-1992. \n\nThe 26th Amendment was done in 1971, **51 years ago**. This lowered the voting age to 18, and was spurred by the fact that 18-year olds were being drafted and sent to Vietnam.\n\nThe 25th Amendment was done in 1967, **55 years ago**. This handled presidential succession, and was spurred by JFKs assassination.\n\nThe 24th Amendment was done in 1964, **58 years ago**. This prevented poll taxes, and was done in response to the Civil Rights crisis of the mid-60s.\n\nThe 23rd Amendment was done in 1961, **61 years ago**. it gave people living in Washington DC the right to vote in presidential elections, a significant oversight, but ostensibly also a civil-rights issue, since over half the city was black.\n\nSince the 27th Amendment was originally proposed in 1789, putting it aside, it has been over 50 years since a constitutional amendment has been proposed. This is a much more dramatic number than the 8.6 ""average"".']"
32,79,32_voting_parties_system_party,"['voting', 'parties', 'system', 'party', 'ranked', 'election', 'would', 'choice', 'vote', 'votes']","[""Oh for sure, that's the essence of the first past the post voting style that we currently use for the majority of our elections in the USA - eventually it will come down to what we have today: two roughly equal-performing groups that hold diametrically opposed views continually squabbling for control of a swinging middle.\n\nThe ideal solution here would be a well designed multiple-choice voting system. My preference would be STAR for ease of use and lack of explicit bias, but there are many similar systems out there. Understand that both Democrats and Republicans and all their leashed media outlets would defend first-past-the-post voting rabidly, any system that allows for nuanced discussions and shifting alliances would break the power of the parties. Probably good for *the country* but terrible for *the parties*"", 'Two party popularity has nothing to do with the parties themselves and everything to do with our voting system. FPTP/winner take all voting means enough leaving their party for a third means neither party can win, so we don’t. \n\nWe need non FPTP/WTA voting like rank choice, star voting, proportional representation. Some of these are already happening in some areas. But the parties themselves lose if this wins so there’s disincentive to pass them.', ""Don't get me wrong, the EC is insane and shit, but I don't think the change in the presidential election system will change anything in the two party system. If you look at nations with multi party system, the head of government still regularly boils down to a binary choice. Take for example Germany, for its entire post-war history, every chancellor was either CDU or SPD (use this as an example because I am most familiar with the German system, but I think it is similar in most nations that need coalitions for government, which is the only real system to have multi party systems).\n\nThe real change that is necessary to get a mutli party system is  to have proportional seating in Congress, as well as in every state the houes of representatives. Only when they are not voted in directly anymore, but it is ensured that they will be seated in proportion of the electorate votes, you can have a multi party system. The president and in the states the governors will most likely stay a binary choice, as these positions can only be occupied by one person of one party, and it will always be a struggle between the biggest party on the left vs. the biggest party on the right, but due to coalition governments, the presidents and governors will have to implement the will of their junior coalition members that are necessary to lift them into position.""]"
33,76,33_uk_scotland_french_brexit,"['uk', 'scotland', 'french', 'brexit', 'france', 'eu', 'tories', 'ireland', 'macron', 'castro']","[""Several people have pointed out the economic difficulties involved in Scotland leaving the UK. Two points that expand on that.\n\nThe first is that those economic difficulties are much easier to take on during a time of strong economic growth. When the Brexit vote first happened, it was a safer time to consider an economic shock. Stick with the EU's superior governance over the clown show coming from London. But right now we're recovering from the aftermath of a pandemic, and struggling with the economic effects of a war in Eastern Europe. Right now is a really bad time to take this issue on.\n\nSo a few years from now would most likely be a lot safer in an absolute sense. Also it'll be a lot clearer just how much damage the Brexit stupidity has caused. The UK's economy has barely begun to go downhill due to Brexit, it's still too recent. (If you think the economy in Britain is bad now, lawl it's only getting started). So I think it will be a much easier decision to make once the dust has settled from the current upheavals."", ""This isn't true at all. [Spain has explicitly stated that it would not object to Scotland membership.](https://www.reuters.com/article/uk-spain-politics-scotland-idUKKCN1NP25P#:~:text=BRUSSELS%20%28Reuters%29%20-%20Spain%20would%20have%20no%20objection,Spanish%20foreign%20minister%20Josep%20Borrell%20said%20on%20Tuesday) Spain may have it's secessionist problems, but it would be ridiculous to interpret a Scotland referendum as identical to the Catalonia movement. UK has had devolution and a method of peaceful secession for centuries now, and it was built into their constitution designed for peaceful transitions out of the UK. Not every sececionism is identical, and Spain wouldn't threaten EU economic and security benefits for something that clearly isn't identical to its own domestic issues.\n\nSpain would only block their membership if Scotland started demanding Catalonian independence, and Scotland has no intention of threatening its own membership for a problem that isn't theirs."", 'It only seems that way if you are an American. If you are a European especially a French, however, jihadism and Islamism are constant threats that need to be destroyed. After the beheading of French schoolteacher Samuel Paty in October 2020, the ""centrist"" French president Emmanuel Macron and his government finally had enough and have unleashed a huge campaign against the enemies they refer to as [Islamo-leftism](https://en.wikipedia.org/wiki/Islamo-leftism) and Islamist separatism.\n\nOf course, the [liberal media in the United States and the UK hate what the French have been doing.](https://unherd.com/2020/10/why-is-the-anglo-media-portaying-france-as-the-villain/) The New York Times even published this [opinion article victim blaming the French](https://www.nytimes.com/2020/10/31/opinion/france-terrorism-muslims.html).\n\nColor-blind France will not tolerate any challenge to its secular and democratic Republican values including [Muslim children](https://www.nytimes.com/fr/2020/11/23/world/europe/paty-islam-ecole-enfants.html). All French Muslims [must uphold those values](https://www.bbc.com/news/world-europe-55132098) including the [ban on hijabs](https://www.politico.eu/article/hijab-promotion-campaign-council-of-europe-anti-hate-speech-protest-france/).\n\nOverall, this is how the French view the paradox of tolerance and freedom of expression.\n\nEdit: Formatting']"
34,73,34_marijuana_legalization_drugs_drug,"['marijuana', 'legalization', 'drugs', 'drug', 'cannabis', 'legalized', 'illegal', 'legal', 'legalizing', 'weed']","['> He hasn’t made any push to reschedule/decriminalize marijuana. \n\nThis is not actually true.\n\nhttps://www.whitehouse.gov/briefing-room/statements-releases/2022/10/06/statement-from-president-biden-on-marijuana-reform/\n\n>Third, I am asking the Secretary of Health and Human Services and the Attorney General to initiate the administrative process to review expeditiously how marijuana is scheduled under federal law.\n\nThe process is glacial, though, and I would actually kind of like for him to hold this for a 2024 boost.', ""In North Carolina its usually Republicans who vote No to legalizing medical Marijuana. They will be the same to vote against recreational. Sorry sons of bitches lol\nOver 60 % of the people want the shit legalized. I think its more near 70%.\nNot a fan of republicans this day and age. Stubborn sons of guns\nIndependent here thats been smoking Marijuana for 30 yrs and I still believe it needs to be legal and stop throwing these people in prison. Home cultivation like in Colorado would be fair. When I lived in Colorado the black market was almost half the price of the rec stores, mainly from the hefty taxes on it. \n\nMarijuana is a medication. Good for sleep, anexity, relaxation, loss of appetite and expanding your mind.\n\nI'm for being strict for people underage of 18. \nDoes not mix well at school and too soon to try it anyways. I just don't want to see legalization create tons of youngsters getting involved to early. Must focus on education.\n\nSorry I went rambling on but I've been waiting for legal weed for near 30 yrs. Sucked back in the day bobbing and weaving the law over some grass. Felt like a criminal because I smoked but knew I wasn't just was socities laws.\n\nThx for reading"", 'The President has to follow the process as outlined by the Controlled Substance Act. Biden has instructed the Attorney General and HHS Secretary to start the process:\n\n> I am asking the Secretary of Health and Human Services and the Attorney General to initiate the administrative process to review expeditiously how marijuana is scheduled under federal law.  Federal law currently classifies marijuana in Schedule I of the Controlled Substances Act, the classification meant for the most dangerous substances.  This is the same schedule as for heroin and LSD, and even higher than the classification of fentanyl and methamphetamine – the drugs that are driving our overdose epidemic. \n \nhttps://www.whitehouse.gov/briefing-room/statements-releases/2022/10/06/statement-from-president-biden-on-marijuana-reform/\n\nNow, the FDA and DEA have to decide if there is enough scientific evidence to warrant a change in marijuana’s federal status.']"
35,64,35_manchin_sinema_west_virginia,"['manchin', 'sinema', 'west', 'virginia', 'bill', 'democrats', 'senate', 'reconciliation', 'vote', 'bills']","['Manchin does not need to be redeemed by Democrats. Manchin doesn’t have to give a damn about “Democrats”.\n\nManchin needs to worry about a very freakish situation in which he is able to get elected in a state that Trump wins by 32 points.\n\nIf Shelley Moore Capito was not Arch Moore’s daughter she wouldn’t be able to run and win as a Republican for that matter. \n\nFor a number of reasons Joe Manchin is the least likely member of the senate to be holding a seat. He care about doing whatever he’s doing that makes him win. And about the personal and familial gain that gets him. \n\nSome democrats can be as mad as they want about Joe Manchin but there are  50 Republicans plus an entire system that favors land over people that are more deserving of that anger. If someone hasn’t figured out that Manchin isn’t the problem and avoiding Senate Majority Leader Mitch McConnell is reason enough to want him in the party yet, they aren’t going to change because of this.', 'But Manchin didn’t make any about face, this is just your opinion based off a quote, going against everything Manchin (and the other Dems) have said for years.', 'People aren’t giving Manchin proper agency here.  \n\nManchin is telling Biden “do this and make it overwhelming obvious that we are negotiating in good faith and Republicans are refusing any compromise.  And then I’ll agree to do that with you in reconciliation to pay for the infrastructure and...”  \n\nManchin is working with Biden to make sure Republicans have a genuine chance to compromise with Democrats.  Republicans don’t even need to vote for the final bill, they just need to agree to not filibuster it.\n\nAnd if they won’t, Manchin will do X.  And Biden knows what X is already.  \n\nManchin expects them to TRY to compromise in good faith BEFORE going around the filibuster.   And that’s it, he’s got a finish line and when they cross it the race is over.']"
36,61,36_filibuster_senate_majority_democrats,"['filibuster', 'senate', 'majority', 'democrats', 'legislation', '60', 'veto', 'republicans', 'votes', 'want']","[""Your same argument applies to keeping the filibuster.  With how skewed the Senate is for Republicans, getting rid of their 40 members is almost impossible, giving the Republicans a permanent veto forever.  The Democrats never getting anything done while Republicans sometimes getting things done sounds rougher than both getting things done.  We saw during Obama's presidency how effective the Republican's use of the filibuster was at shutting down just about everything, and there's no guarantee that the Republicans won't nuke the filibuster when it's advantageous to them (see Supreme Court nominees rule change).  Trying to get actual positive changes while the Dems control Congress could be worth nuking the filibuster."", '> The filibuster was used in the first session of the senate. But then there was no way to stop the filibuster.\n\nThat\'s not true. The Senate had the ""previous question"" rule to limit debate.\n\n> The filibuster that is brought up today as being added to the senate rules, was don\'t to allow the blockage, unless a super majority against it existed.\n\n\nI\'m not sure what this means.', 'Can we bring back the actual filibuster?\n\nIf someone wants to filibuster, they have to actually stand in the senate chamber and speak, they can hand off to another Senator, but if no Senator is available to keep filibustering, then a vote is called.  Note, filibusters are 24/7 events.\n\nIt forces people to mean it when they filibuster, and will make sure that the entire nation will focus on the subject of the filibuster, which can make one side really uncomfortable based on how the public feels about the subject.\n\nFilibuster a bill to rebuild US infrastructure, you slowly lose support for the filibuster. Filibuster a bill to make abortion illegal, 70% of the country starts yelling at the party trying to pass the law snd a lot of women vote in the next election.\n\nHeck, if the public supports your position, doing an actual filibuster will help your cause.  Handing the Senate majority leader a piece of paper saying ""we are filibustering X"" and having the Senate vote to allow it is silly.']"
37,55,37_impeachment_impeached_impeach_senate,"['impeachment', 'impeached', 'impeach', 'senate', 'house', 'political', 'impeachments', 'crimes', 'president', 'office']","[""&gt; They don’t have the votes\n\nThey might not care. The goal wouldn't even be impeachment—it would just be to undermine the two separate times Trump was impeached by implying that trying to impeach a president is just something you do when you have the votes. \n\nWhat better way to make their own presidents immune from consequences than to make sure no one takes the concept of impeachment seriously?"", ""The very 1st impeachment of a president was Andrew Johnson and the way they did was via creating a law, that was later found to be unconstitutional, that was designed for Johnson to break and to give them a reason to impeach and possibly remove him from office.\n\nThat was a purely political move to its core and that's what impeachment is, a political move.\n\nA president doesn't need to have actually committed a crime to be impeached, just that Congress thinks that the president shouldn't stay in office.\n\nIf Nixon hadn't resigned, he would have been impeached and convicted by the Senate but I think that Ford would have still pardoned him, so that could have been considered an attack on democracy, as Nixon wouldn't have been found guilty by a court.\n\nPlus the legal process takes a long time, Trump was only just charged for a crime against Stormy Daniels, which took place back in 2016, so just because he hasn't been charged yet, doesn't mean he won't.\n\nMy main point being is that a president being impeached isn't an attack on democracy."", 'I think it\'s been shown nowadays that impeachments don\'t really mean anything if the senate doesn\'t follow through. The impeachment of Trump kind of means nothing more than a footnote that a bunch of democratic reps thought he met the criteria for impeachment.\n\nI\'ll clarify too. I think he should have been impeached, and do not equate a ""both sides"" mentality if Republicans tried to impeach Biden. But I think impeachment largely means nothing to people nowadays if the Senate won\'t move through with it.']"
38,55,38_mccarthy_speaker_caucus_house,"['mccarthy', 'speaker', 'caucus', 'house', 'santos', 'gop', 'vote', 'leadership', 'republicans', 'would']","[""The Freedom Caucus doesn't actually seem to want anything from McCarthy - they just don't want him to be speaker."", ""Don't forget that the House is holding together by a thread. The speaker vote made them into a laughingstock, especially on the penultimate, when they were talking about how great McCarthy was and how he knew the caucus well and the chaos was actually Democracy at work and McCarthy preemptively celebrated on Instagram... And then it failed. Huge egg on the face moment. \n\nThose deals with the devil might be coming back to haunt McCarthy too. According to reports, his own leadership team is in chaos. It increasingly looks like they might not even have a budget proposal because they can't agree on one. McCarthy is already publicly blaming one of the other Republicans, which is atypical for him. \n\nWe may very well see more speaker votes soon."", ""To be fair, I think this threat is a little overblown, which is why McCarthy agreed to it.  It has a high potential to continue to embarrass McCarthy, but I think a low potential to actually remove him.\n\nAny one member can initiate a motion to vacate, and they wouldn't need any support, and they have rules which would force the house to take it up.  But then it still goes to a vote of the full house, which means they'd still need 5 members to align with all democrats to remove McCarthy, and then start another floor fight for a new speaker with no real consensus.  \n\nShort of a new GOP darling stepping up to steal the speakership from McCarthy with the backing of both the fringe right and all democrats, this is a fairly empty threat.  \n\nBut it means any one member can call out McCarthy on the floor, any day that congress is in session, and very publicly say you're not doing the job and we're going to make everyone vote on it.\n\nThis is exactly what happened to Boehner.  The Tea Party wanted him out, and the democrats firmly said they're not interested in helping because whoever replaced him would be even less desirable.  But Boehner took it as a critical condemnation of his performance and later stepped down anyway.  I don't think McCarthy has even that much dignity, and would never walk away no matter how humiliated he is.""]"
39,52,39_electoral_college_senate_electors,"['electoral', 'college', 'senate', 'electors', 'representative', 'represent', 'house', 'states', 'ec', 'would']","[""It's a fact that sparsely populated states have anti-democratic leverage over the majority of the population.\n\nNo, I am not advocating abolishing the Senate or the Electoral College. Did I say that? \n\nAnd you are wrong about the apportionment of Presidential Electors!\n\nWhen I was in 8th grade, I was required to pass a test about the constitution to graduate from elementary school. Did you have that education?\nI continued studying American government in high school and college. Knowing how the Electoral College is apportioned is a basic fact."", 'Why the hell would the Rs try to pass electoral college reform? They have the most to gain from the Electoral College, and the reason so many millennials are so apathetic to voting is because TWICE in our adult lives the majority of we the people voted for a Democrat only to have a Republican take control because of the Electoral College. The only way the Rs would take up Electoral College reform would be to rig it and try to tilt it into their favor even further as their base dies off and gets smaller and smaller.', 'The other user said the Electoral College is good because it prevents candidates from only ""focusing on a few places to win."" But in fact, the Electoral College encourages candidates to only focus on a few places to win. So the effect is the opposite of what the other user said.  \n\nA popular vote system, by contrast, would encourage candidates to compete for votes everywhere. \n\nIncreasing the House size wouldn\'t help much with the Electoral College unless states awarded their votes proportionally, instead of giving 100% to the winner. That\'s the real problem with the Electoral College.']"
40,50,40_questions_question_scientific_20government,"['questions', 'question', 'scientific', '20government', 'answer', '20the', 'text', 'accurate', 'point', 'one']","[""In the history of the US we have never had a SCOTUS confirmed by a lower percentage of the Senate than we have now. Of the five most narrow confirmations in US History, one was the first southerner appointed after the Civil War - the other four are currently on the bench.\n\n  \n\n\nSo yes, there are some markers suggesting that this isn't just recency bias, but rather that the decorum of common values is failing.\n\n  \n\n\nFurthermore, and this is likely the big issue, humans were not prepared for society in an internet age. We don't know how to regulate social media, either in governance for the good of society or individually for our own health and connection to the world. We have never been less connected to our local communities, or manipulated by so wide an array or corporate, political, and other interests.\n\n  \n\n\nNext, war used to be a solution to social unrest because it served as a reset of common interests and values, and was a shared hardship that brought national fraternity. We don't send bodies into meat grinders anymore, and the internet makes controlling propaganda more difficult, so war is less healing of social divides and more divisive than it's ever been.\n\n  \n\n\nIn the end many countries also need war to relieve population crises. Except again, modernized nations don't lose life on that scale. At least not without a major escalation to the way wars have been fought over the last 50 years.\n\n  \n\n\nWe're in for a rough decade here."", '[https://www.pewtrusts.org/en/trust/archive/fall-2022/how-the-american-middle-class-has-changed-in-the-past-five-decades#:\\~:text=End%20note&amp;text=The%20middle%20class%2C%20once%20the,Center%20analysis%20of%20government%20data](https://www.pewtrusts.org/en/trust/archive/fall-2022/how-the-american-middle-class-has-changed-in-the-past-five-decades#:~:text=End%20note&amp;text=The%20middle%20class%2C%20once%20the,Center%20analysis%20of%20government%20data).\n\nThere ya go', 'He literally says “I have a few questions **concerning this**”\n\nThen lists questions about the previous statement. This is how college and upper high-school question are stated. You give a premise and then ask questions that pertain to that general question. \n\nGoogle **is** [a great answer](https://www.google.com/search?q=what%20the%20difference%20between%20mandatory%20and%20discretionary%20government%20spending%3F&amp;ie=utf-8&amp;oe=utf-8) when your only question is what is the difference between x and y. Thats literally its best function. \n\nOp wanted peoples opinions about those questions vis-a-vie their original statement. \n\nAlso no need to swear, it weakens your argument.']"
